,Unnamed: 0,victim.victim_id,attribute.confidentiality.data_disclosure,victim.orgsize,victim.country,action.social.variety,timeline.incident.day,timeline.incident.month,timeline.incident.year,action.error.variety,action.hacking.variety,action.malware.variety,action.misuse.variety,action.physical.variety,victim.state,victim.secondary.victim_id,action.environmental.variety,targeted,incident_id,reference,confidence,victim.employee_count,victim.government,victim.industry,victim.region,victim.revenue.amount,victim.revenue.iso_currency_code,impact.iso_currency_code,impact.loss.amount,impact.loss.max_amount,impact.loss.min_amount,impact.overall_amount,impact.overall_max_amount,impact.overall_min_amount,impact.overall_rating,security_incident,victim.industry2,victim.industry3,victim.orgsize.1,code,NAICS industry
6786,6786,united states department of veterans affairs,Yes,Unknown,US,,15.0,11.0,2010,,,,Privilege abuse,,NC,,,,BCA7A79F-C9A1-4D98-9A44-DD1DE77A48BF,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
6790,6790,alabama medicaid agencys,Yes,Unknown,US,Forgery,,,2015,,,,Unknown,,AL,,,,69FCBF4F-2C83-4859-898A-1802894E0B75,https://www.databreaches.net/owner-of-tuskegee-counseling-service-convicted-on-fraud-charges-misused-patient-and-childrens-info/,,Large,Unknown,923120,19021,,,,,,,,,,Unknown,Confirmed,92,923,Unknown,923120,Administration of Public Health Programs
6791,6791,united states department of veterans affairs,Yes,Unknown,US,,9.0,8.0,2012,Misdelivery,,,,,OR,,,,BCC01B61-5F92-4258-9A69-295EF408A011,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
6800,6800,us army corps of engineers national inventory of dams,Yes,Unknown,US,,,,2013,,Unknown,,,,DC,,,,BCDDED71-3904-4355-BF09-F1C5F35E26B8,http://www.infosecurity-magazine.com/view/32223/us-national-inventory-of-dams-database-breached/,,1001 to 10000,Unknown,92119,19021,,,,,,,,,,,Confirmed,92,921,Unknown,92119,Other General Government Support
6802,6802,vanderbilt university medical center,Yes,Unknown,US,,,5.0,2015,,,,Privilege abuse,,TN,,,Opportunistic,4346a110-eeab-11e7-b683-c1703914e4a4,http://www.beckershospitalreview.com/healthcare-information-technology/vanderbilt-umc-hit-with-data-breach-during-epic-ehr-implementation.html; http://wkms.org/post/vanderbilt-university-medical-center-security-breach-affects-3000-patients-officials-say; http://healthitsecurity.com/news/79k-patients-affected-by-emory-healthcare-data-breach;,High,10001 to 25000,,622110,19021,,,,,,,,,,,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
6808,6808,us secret service,Yes,Unknown,US,,,10.0,2016,Unknown,,,Privilege abuse,,,,,,60DF0F8C-0249-4F25-BEB5-5A1FB9808108,https://www.washingtonpost.com/news/powerpost/wp/2016/11/09/secret-service-it-management-slammed-following-chaffetz-breach/,,1001 to 10000,Unknown,922120,19021,,,,,,,,,,Unknown,Confirmed,92,922,Unknown,922120,Police Protection
6810,6810,saint thomas health,Yes,Unknown,US,,,4.0,2017,Disposal error,,,,,TN,Saint Thomas Rutherford,,,1426fc70-6b04-11e7-9b43-bf152d61c1c6,http://www.newschannel5.com/news/local-news/nearly-3000-patients-notified-of-st-thomas-rutherford-health-information-breach,High,1001 to 10000,,622110,19021,,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
6812,6812,havenly,Yes,Unknown,US,,,,2020,,Unknown,,,,CO,,,Opportunistic,a314b070-0746-11ec-863c-8359987c65e0,https://www.bleepingcomputer.com/news/security/havenly-discloses-data-breach-after-13m-accounts-leaked-online/,High,101 to 1000,,54131,19021,,,,,,,,,,,Confirmed,54,541,Unknown,54131,Architectural Services
6814,6814,university of cincinnati medical center,Yes,Unknown,US,,,,2014,,,,Privilege abuse,,OH,,,,BD49A521-FBD7-430F-9FE5-EEA0C7951BAD,http://www.healthcaredive.com/news/feds-investigate-embarrassing-hipaa-breach-in-cincinnati/279023/?utm_medium=email&utm_campaign=Healthcare+Dive+created+2014-06-25+105610412219&utm_content=Healthcare+Dive+created+2014-06-25+105610412219+CID_395de659269e923e22ccd0040987a9d0&utm_source=campaignmonitor&utm_term=Feds%20investigate%20embarrassing%20HIPAA%20breach%20in%20Cincinnati; http://www.healthcaredive.com/news/feds-investigate-embarrassing-hipaa-breach-in-cincinnati/279023/?utm_medium=email&utm_campaign=Healthcare+Dive+created+2014-06-25+105610412219&utm_content=Healthcare+Dive+created+2014-06-25+105610412219+CID_395de659269e923e22ccd0040987a9d0&utm_source=campaignmonitor&utm_term=Feds%20investigate%20embarrassing%20HIPAA%20breach%20in%20Cincinnati,,1001 to 10000,,622110,19021,,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
6824,6824,united states department of veterans affairs,Yes,Unknown,US,,31.0,5.0,2013,Publishing error,,,,,NY,,,,BDA3B689-8154-4D35-94BA-2390BE9C4E5D,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
6825,6825,zendesk,Yes,Unknown,US,,,11.0,2016,,Unknown,,,,CA,,,Unknown,283a3540-3b18-11ec-ba5b-a1f2db3b8242,https://www.zdnet.com/article/zendesk-discloses-2016-data-breach/,High,1001 to 10000,,541511,19021,,,,,,,,,,,Confirmed,54,541,Unknown,541511,Custom Computer Programming Services
6838,6838,united states department of veterans affairs,Yes,Unknown,US,,30.0,3.0,2011,,,,Privilege abuse,,IN,,,,BDEC17DA-DAB3-4CDC-9ADD-80CBE8C1D0FF,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
6842,6842,united states department of veterans affairs,Yes,Unknown,US,,15.0,8.0,2012,Misdelivery,,,,,TX,,,,BE05C1B0-9E04-4129-977B-F8103D420062,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
6843,6843,city of seattle,Yes,Unknown,US,,,7.0,2017,Misdelivery,,,,,,,,,eb638c40-bda6-11e7-822d-6d41de439a88,http://crosscut.com/2017/10/seattle-information-technology-department-email-leak-city-scrambles/,High,1001 to 10000,Unknown,921190,19021,,,,,,,,,,,Confirmed,92,921,Unknown,921190,Other General Government Support
6846,6846,united states department of veterans affairs,Yes,Unknown,US,,1.0,10.0,2015,Misdelivery,,,,,IL,,,,378EBD04-AE0B-4C32-B015-EB99D6F183DF,http://vcdb.org/pdf/va-security-oct-2015.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
6854,6854,equifax inc,Yes,Unknown,US,,,,2013,,Unknown,,,,GA,,,,BE694F56-3C50-465E-B376-066C0C0B0FE8,http://usnews.nbcnews.com/_news/2013/03/12/17287204-sophisticated-id-thieves-swipe-info-on-michelle-obama-beyonce-ashton-kutcher-and-others; http://redtape.nbcnews.com/_news/2013/03/12/17286101-celebrity-hackers-stole-data-from-annualcreditreportcom-equifax-says?lite,,1001 to 10000,,561450,19021,,,,,,,,,,Unknown,Confirmed,56,561,Unknown,561450,Credit Bureaus
6863,6863,kaiser permanente,Yes,Unknown,US,,24.0,8.0,2012,Misdelivery,,,,,CA,,,,BEDC4E3B-E94B-4DCF-8CFA-4A2A354786DC,http://oag.ca.gov/system/files/KP%20Privacy%20Incident%20Sample%20Letter%20082412_0.pdf?,,25001 to 50000,,622110,19021,4980000000.0,USD,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
6878,6878,las cruces public schools,Yes,Unknown,US,,,9.0,2019,Misdelivery,,,,,NM,,,,86daf0f0-2376-11ea-a520-cb05efb19081,https://kvia.com/news/education/2019/11/20/accidental-data-breach-at-las-cruces-public-schools-discloses-vendor-social-security-numbers/,High,1001 to 10000,,611110,19021,,,,,,,,,,,Confirmed,61,611,Unknown,611110,Elementary and Secondary Schools
6882,6882,los angeles county,Yes,Unknown,US,Phishing,,5.0,2016,,Use of stolen creds,,,,CA,,,,BF58064E-19DF-49EA-9E7B-B89911F50801,http://www.foxnews.com/us/2016/12/18/hack-la-county-emails-exposes-data-750000-people.html,,Large,Unknown,921,19021,,,,,,,,,,Unknown,Confirmed,92,921,Unknown,921,"Executive, Legislative, and Other General Government Support "
6884,6884,auburn university,Yes,Unknown,US,,19.0,6.0,2013,Publishing error,,,,,AL,,,,BF657D9B-40C8-485A-84C1-ACD8645F6AA1,http://doj.nh.gov/consumer/security-breaches/documents/auburn-university-20130802.pdf,,1001 to 10000,,611310,19021,,,,,,,,,,Unknown,Confirmed,61,611,Unknown,611310,"Colleges, Universities, and Professional Schools "
6885,6885,united states department of veterans affairs,Yes,Unknown,US,,4.0,10.0,2010,Misdelivery,,,,,UT,,,,BF6658FE-7860-4D41-B001-F6E18916CC51,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
6887,6887,denver public schools,Yes,Unknown,US,Phishing,,3.0,2017,,Use of stolen creds,,,,US-CO,,,,251a97c0-d958-11e9-baf3-31037743ca61,https://kdvr.com/2017/04/05/phishing-scam-diverts-more-than-40k-from-denver-public-schools/,High,10001 to 25000,,611110,19021,,,USD,,,,40000.0,,,Painful,Confirmed,61,611,Unknown,611110,Elementary and Secondary Schools
6889,6889,federal reserve bank,Yes,Unknown,US,,5.0,10.0,2011,,,,Privilege abuse,,IL,,,,BF87CA5A-325A-4D5B-B087-EFF4C0431401,http://www.esecurityplanet.com/network-security/former-federal-reserve-bank-of-chicago-supervisor-admits-data-theft.html,,1001 to 10000,,521110,19021,,,,,,,,,,Unknown,Confirmed,52,521,Unknown,521110,Monetary Authorities-Central Bank
6893,6893,commonwealth primary care,Yes,Unknown,US,,11.0,2.0,2016,,,,Possession abuse,,VA,,,,0F55D03B-DE00-494B-98E1-24E1EBFFA273,http://wtvr.com/2016/06/22/former-nurse-charged-with-stealing-patients-personal-information/;  http://wtvr.com/2016/06/24/capri-williams-guilty/; https://www.databreaches.net/va-former-nurse-charged-with-stealing-patients-personal-information/,,101 to 1000,,622110,19021,,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
6894,6894,bit9 inc,Yes,Unknown,US,,,,2013,,Unknown,,,,MA,,,,BFA363B6-1D48-4371-85D8-0473A86DEB8B,"http://in.reuters.com/article/2013/02/08/cybersecurity-attacks-idINDEE9170GK20130208, http://krebsonsecurity.com/2013/02/security-firm-bit9-hacked-used-to-spread-malware/, https://blog.bit9.com/2013/02/08/bit9-and-our-customers-security/",,101 to 1000,,541511,19021,,,,,,,,,,,Confirmed,54,541,Unknown,541511,Custom Computer Programming Services
6895,6895,university of arkansas,Yes,Unknown,US,,,,2012,,,,Privilege abuse,,AK,,,,BFA6DEFB-55AB-4672-9D1F-E3FF78B9DCB1,"http://threatpost.com/en_us/blogs/uams-alerts-patients-data-breach-linked-fired-resident-112712, http://www.uamshealth.com/breach ",,10001 to 25000,,611310,19021,1800000000.0,USD,,,,,,,,Unknown,Confirmed,61,611,Unknown,611310,"Colleges, Universities, and Professional Schools "
6906,6906,university of iowa,Yes,Unknown,US,Phishing,,,2013,,,,,,IA,,,,C015DF1D-8A4A-44CD-9CCF-E9DD9C1B6262,http://www.press-citizen.com/article/20131212/NEWS01/312120032/Phishing-scam-UI-results-stolen-personal-info-money?gcheck=1,,10001 to 25000,,611310,19021,,,,,,,,,,Unknown,Confirmed,61,611,Unknown,611310,"Colleges, Universities, and Professional Schools "
6910,6910,united states department of veterans affairs,Yes,Unknown,US,,15.0,2.0,2011,Misdelivery,,,,,MD,,,,C02A60AE-0B7F-4005-8185-2C66454FCBCC,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
6912,6912,okaloosa county emergency medical services,Yes,Unknown,US,,13.0,5.0,2016,,,,Unapproved hardware,,FL,,,,6448FAC9-3BDB-4F65-AE21-F9748E766CF1,http://www.wjhg.com/content/news/Two-Oklaloosa-County-paramedics-facing-charges-in-selfie-competition-using-patients-387821631.html; https://www.databreaches.net/two-oklaloosa-county-paramedics-facing-charges-in-selfie-competition-using-patients/,,101 to 1000,,621910,19021,,,,,,,,,,Unknown,Confirmed,62,621,Unknown,621910,Ambulance Services
6932,6932,td bank,Yes,Unknown,US,,,,2013,,,,,Skimmer,NY,,,,C0C80531-1132-4679-BE50-355987376E9A,http://westhampton-hamptonbays.patch.com/groups/police-and-fire/p/more-td-bank-customers-report-identity-theft,,1001 to 10000,,5221,19021,7000000000.0,USD,,,,,,,,Unknown,Confirmed,52,522,Unknown,5221,Depository Credit Intermediation
6938,6938,childrens mercy kansas city,Yes,Unknown,US,,23.0,3.0,2017,,,,Privilege abuse,,MO,,,,967e4890-df6c-11e7-98c9-5b20d709bc39,http://healthitsecurity.com/news/5.5k-patients-affected-in-childrens-mercy-security-incident,Medium,1001 to 10000,,622110,19021,,,,,,,,,,,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
6944,6944,citigroup inc,Yes,Unknown,US,,,5.0,2011,,Unknown,,,,NY,,,,C1090F85-C00E-49A4-BF1D-ECF954EFFFCD,http://www.pcworld.com/article/229891/Citigroup_Hack_Nets_Over_200k_in_Stolen_Customer_Details.html,,Over 100000,,522110,19021,,,,,,,,,,Unknown,Confirmed,52,522,Unknown,522110,Commercial Banking
6946,6946,united states department of veterans affairs,Yes,Unknown,US,,23.0,10.0,2012,Misdelivery,,,,,OR,,,,C12B6ED1-EAA2-4F7A-8808-C1162709E188,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
6953,6953,harbortouch,Yes,Unknown,US,,,4.0,2015,,Unknown,RAM scraper,,,PA,,,,C177949D-3785-45C0-841D-F60C4F0E8C41,http://www.bankinfosecurity.com/harbortouch-reveals-pos-malware-attack-a-8128;http://consumerist.com/2015/05/05/big-credit-card-data-breach-hits-bars-and-restaurants-using-harbortouch-point-of-sale-systems/;http://krebsonsecurity.com/2015/05/harbortouch-is-latest-pos-vendor-breach/,,101 to 1000,,334118,19021,,,,,,,,,,Unknown,Confirmed,33,334,Unknown,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing
6955,6955,aol inc,Yes,Unknown,US,,,3.0,2013,,Unknown,,,,,Kleiner Perkins Caufield & Byers,,,C181F5AC-3DC4-4E85-926A-D2C04E00BDA4,http://www.thesmokinggun.com/buster/hacking/john-doerr-hacked-by-guccifer-098742,,1001 to 10000,,518210,19021,,,,,,,,,,Unknown,Confirmed,51,518,Unknown,518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
6956,6956,united states department of veterans affairs,Yes,Unknown,US,,2.0,6.0,2014,Misdelivery,,,,,FL,,,,C18F26EB-3292-468E-96F5-9BDEA719DDD3,http://vcdb.org/pdf/va-security-jun-2014.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
6958,6958,7elevan,Yes,Unknown,US,,,,2015,,,,,Tampering,MO,,,,C1965420-4DCF-4123-A869-C96004DB5AAE,http://www.ksdk.com/story/news/crime/2015/11/10/skimming-continues-in-st-louis-area/75553438/,,25001 to 50000,,445120,19021,,,,,,,,,,Unknown,Confirmed,44,445,Unknown,,
6959,6959,soaprojects inc,Yes,Unknown,US,,15.0,7.0,2016,,Unknown,,,,CA,,,,D73903FA-4E92-47C6-88D3-47B2D17B3E85,http://www.therecorder.com/id=1202762825628/Consulting-Firm-Levels-Computer-Fraud-Trade-Secret-Claims-at-ExPartner?slreturn=20160617172651; https://github.com/vz-risk/VCDB/files/368143/Consulting.Firm.Levels.Computer.Fraud.Trade.Secret.Claims.at.Ex-Partner.The.Recorder.pdf,,101 to 1000,,541613,19021,,,,,,,,,,Unknown,Confirmed,54,541,Unknown,541613,Marketing Consulting Services
6961,6961,evans hotels,Yes,Unknown,US,,8.0,7.0,2015,,Unknown,Capture app data,,,CA,,,,C19D7044-63AA-4629-8994-58039B39AEB0,https://oag.ca.gov/system/files/Evans%20Hotels%20Substitute%20Notification%20for%20Web%20Posting_0.pdf?; http://fox5sandiego.com/2015/07/08/security-breach-at-local-hotels-led-to-unauthorized-charges-on-guests-cards/,,Large,,721110,19021,,,,,,,,,,Unknown,Confirmed,72,721,Unknown,721110,Hotels (except Casino Hotels) and Motels
6962,6962,king county,Yes,Unknown,US,,,3.0,2019,Omission,,,Privilege abuse,,WA,,,,566103b0-ffdb-11e9-ad81-39b9e5fce51c,"https://www.kiro7.com/news/local/community-demands-accountability-after-king-county-allowed-ice-agents-to-access-personal-data/969586451,https://www.kiro7.com/news/local/report-finds-king-county-provided-info-to-ice-agents-against-county-law/965394537",High,1001 to 10000,Unknown,92214,19021,,,,,,,,,,,Confirmed,92,922,Unknown,92214,Correctional Institutions
6969,6969,st charles bend,Yes,Unknown,US,,,,2017,,,,Privilege abuse,,OR,,,,5eca2a60-996a-11e7-a8f4-3b6b04fdb9a4,http://www.ktvz.com/news/prineville-woman-charged-in-st-charles-bend-data-breach/585531930,Medium,1001 to 10000,,622110,19021,,,,,,,,,,,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
6975,6975,state of california employment development department,Yes,Unknown,US,,,,2019,Misdelivery,,,,,CA,,,,e07cf440-259d-11ea-b8c8-4fa7e4328c98,https://www.sacbee.com/news/california/article228537069.html,High,1001 to 10000,Unknown,92,19021,,,,,,,,,,,Confirmed,92,92,Unknown,92,Public Administration
6977,6977,united states department of veterans affairs,Yes,Unknown,US,,5.0,4.0,2013,,,,Unapproved hardware,,AR,,,,C222EEE1-1A9D-4958-811C-247061C5F763,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
6979,6979,elgin police department,Yes,Unknown,US,,,,2011,,Unknown,,,,IL,,,Opportunistic,0b57d610-aa0e-11e8-b272-396d7fe012b7,http://www.dailyherald.com/news/20180125/former-elgin-deputy-chief-will-pay-20k-for-hacking-email-of-girlfriends-husband,Medium,101 to 1000,Unknown,922102,19021,,,,,,,,,,,Confirmed,92,922,Unknown,,
6984,6984,united states department of veterans affairs,Yes,Unknown,US,,12.0,2.0,2013,,,,Privilege abuse,,MN,,,,C2453A7C-EA66-4775-807E-EEEE89A75661,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
6985,6985,wework,Yes,Unknown,US,,,5.0,2015,Misconfiguration,,,,,CA,,,,d7a22dc0-e07b-11e9-9ff0-a5a30eaf0927,https://www.cnet.com/news/weworks-weak-wi-fi-security-leaves-sensitive-documents-exposed/,High,10001 to 25000,,531120,19021,,,,,,,,,,,Confirmed,53,531,Unknown,531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
6986,6986,honolulu staradvertiser,Yes,Unknown,US,,,4.0,2014,,,,,Theft,HI,,,,C25171C6-94FA-4C92-B26D-3B741404BABB,http://www.hawaiinewsnow.com/story/25708622/star-advertiser-victim-of-thieves-customers-accounts-stolen  http://khon2.com/2014/06/05/star-advertiser-customers-victimized-in-id-theft-case/,,101 to 1000,,511110,19021,,,,,,,,,,Unknown,Confirmed,51,511,Unknown,,
6991,6991,united states department of veterans affairs,Yes,Unknown,US,,20.0,1.0,2012,,,,Privilege abuse,,IL,,,,C282139F-C91B-4DB4-93E9-FAEE3BEBEB3B,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
7003,7003,unc charlotte university,Yes,Unknown,US,Phishing,28.0,7.0,2016,,Use of stolen creds,Unknown,,,NC,,,,8C0226C3-BD54-4CC5-BED5-96D2E0CF7FD3,https://www.databreaches.net/unc-charlotte-employees-bank-accounts-hacked/; http://www.wsoctv.com/news/local/potential-email-scam-at-uncc-affecting-direct-deposit-info/413523311,,1001 to 10000,,611310,19021,,,,,,,,,,Unknown,Confirmed,61,611,Unknown,611310,"Colleges, Universities, and Professional Schools "
7005,7005,alabama department of corrections,Yes,Unknown,US,,,1.0,2010,,,,Possession abuse,,AL,,,,C312CE5A-7D8E-4739-BDAB-019617BC94F7,http://www.esecurityplanet.com/network-security/prison-medical-records-clerk-indicted-for-identity-theft.html;http://www.esecurityplanet.com/network-security/man-charged-with-2.5-million-fraud-scheme-using-prisoners-identities.html;http://www.justice.gov/opa/pr/2013/April/13-tax-482.html;http://www.justice.gov/opa/pr/2014/April/14-tax-453.html;http://www.justice.gov/opa/pr/2013/October/13-tax-1164.html;http://www.justice.gov/opa/pr/2012/October/12-tax-1278.html,,Large,Unknown,922140,"19,021,021,000",,,USD,,,,2500000.0,,,Unknown,Confirmed,92,922,Unknown,922140,Correctional Institutions
7006,7006,primohoagies franchising inc,Yes,Unknown,US,,15.0,7.0,2019,,Unknown,,,,NJ,,,Unknown,db508db0-3027-11ec-a5c2-337d0141f916,https://www.databreaches.net/primohoagies-notifies-customers-of-data-security-incident/,,101 to 1000,,722513,19021,,,,,,,,,,,Confirmed,72,722,Unknown,722513,Limited-Service Restaurants
7010,7010,shields healthcare group,Yes,Unknown,US,,6.0,8.0,2020,Publishing error,,,,,MA,,,,60103b30-f6c8-11ea-b7b2-2361ceadc5c7,https://www.databreaches.net/wp-content/uploads/No-need-to-hack-when-its-leaking.pdf,High,101 to 1000,,621512,19021,,,,,,,,,,,Confirmed,62,621,Unknown,621512,Diagnostic Imaging Centers
7011,7011,envision healthcare corporation,Yes,Unknown,US,,,7.0,2018,,Unknown,,,,TN,,,Unknown,a8b4f5b0-027d-11e9-aee0-f7420d4f3238,https://oag.ca.gov/system/files/CA%20V889_v03_0.pdf,High,50001 to 100000,,622110,19021,,,,,,,,,,,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
7012,7012,tennessee secretary of state,Yes,Unknown,US,,,1.0,2017,Disposal error,,,,,TN,,,Opportunistic,22ee2e90-093d-11e8-bbae-ed39c73f1398,https://sputniknews.com/politics/201708021056128837-personal-data-tennessee-voters-eBay/,High,101 to 1000,Unknown,921190,19021,,,,,,,,,,,Confirmed,92,921,Unknown,921190,Other General Government Support
7014,7014,united states department of veterans affairs,Yes,Unknown,US,,22.0,3.0,2013,Misdelivery,,,,,OR,,,,C3370766-D826-4393-BB67-DE25126D7858,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
